iter	Logloss
556	0.4140911913
557	0.4139091993
558	0.4137554557
559	0.4135662043
560	0.4134753177
561	0.413273216
562	0.413174334
563	0.413010155
564	0.4127959786
565	0.4126060763
566	0.4125281754
567	0.4123379708
568	0.412170978
569	0.4120388632
570	0.4118361642
571	0.411716915
572	0.4115410363
573	0.4113367602
574	0.4111231224
575	0.4108979832
576	0.4107094156
577	0.4105383429
578	0.4103489035
579	0.410246556
580	0.4100191458
581	0.4098358216
582	0.4096534482
583	0.4094882058
584	0.4092880234
585	0.4090900345
586	0.4089367017
587	0.4087157095
588	0.4084957568
589	0.4083306587
590	0.4082147705
591	0.4080523937
592	0.4079240066
593	0.4077859666
594	0.4076503756
595	0.4074869527
596	0.4073796624
597	0.4072263452
598	0.4070556117
599	0.4068703595
600	0.4066870268
601	0.4065331047
602	0.4063934476
603	0.40628316
604	0.4060950324
605	0.4058744874
606	0.4057349888
607	0.4055900648
608	0.4054343096
609	0.405239641
610	0.4050961643
611	0.4049540489
612	0.4047961008
613	0.4046868286
614	0.4045013613
615	0.4044089495
616	0.4042115398
617	0.4040308634
618	0.4038562074
619	0.4036728507
620	0.4035214449
621	0.4033315747
622	0.4032065231
623	0.4029558093
624	0.4027890681
625	0.4026665676
626	0.4025165934
627	0.4023497203
628	0.4022294033
629	0.4020244636
630	0.401853991
631	0.4017320941
632	0.401580431
633	0.4013303235
634	0.4011749142
635	0.4009979471
636	0.400785237
637	0.4006838642
638	0.4004908741
639	0.4003308583
640	0.4001897401
641	0.4000782429
642	0.3999632672
643	0.3998526985
644	0.3996506645
645	0.399483992
646	0.3993653693
647	0.3992038268
648	0.3990607499
649	0.3988771222
650	0.3987105672
651	0.3985223159
652	0.3983791697
653	0.3982433064
654	0.3980413814
655	0.3978787289
656	0.3976916511
657	0.3975781276
658	0.397350826
659	0.3972011492
660	0.3970530137
661	0.3968978673
662	0.3967812894
663	0.3966355359
664	0.3965153112
665	0.3963270378
666	0.3961462324
667	0.3960075646
668	0.3958788437
669	0.39568919
670	0.3955557526
671	0.3954060979
672	0.3953213983
673	0.3951319079
674	0.3949697585
675	0.3948265736
676	0.3947315313
677	0.394643338
678	0.3944784413
679	0.3943364863
680	0.3941263205
681	0.3939512394
682	0.3937511933
683	0.3935997329
684	0.3934301173
685	0.3932991768
686	0.3931439141
687	0.3930198112
688	0.3927568769
689	0.3926416349
690	0.3924698137
691	0.3922718328
692	0.392148834
693	0.3919712528
694	0.3917850975
695	0.3916216727
696	0.3915112933
697	0.3913702384
698	0.3912566434
699	0.3911196387
700	0.3909851567
701	0.390830575
702	0.3906231177
703	0.3904128981
704	0.3902922041
705	0.3900790779
706	0.3899392448
707	0.3897454993
708	0.3895597705
709	0.3893886057
710	0.3892137783
711	0.3890137757
712	0.3888818262
713	0.3887146062
714	0.3885993416
715	0.3884688523
716	0.3882647665
717	0.388150991
718	0.3879867823
719	0.3873788237
720	0.3871829348
721	0.3870940021
722	0.3869331315
723	0.3868266739
724	0.3867132989
725	0.3865348337
726	0.3863554968
727	0.3862090916
728	0.3860461034
729	0.385916134
730	0.3858007747
731	0.3856622523
732	0.3854903604
733	0.3853479741
734	0.3851723568
735	0.3849898583
736	0.3848003652
737	0.3842529405
738	0.3840984007
739	0.3839398361
740	0.3837703024
741	0.3836581373
742	0.3834960822
743	0.3833717861
744	0.3832025818
745	0.3831117795
746	0.3829781963
747	0.3828248948
748	0.382681869
749	0.3825447672
750	0.3820395241
751	0.381870572
752	0.3817119057
753	0.3815922155
754	0.3814756792
755	0.3813297477
756	0.3811941137
757	0.3807139912
758	0.3805689499
759	0.3803825378
760	0.3802037156
761	0.3800512761
762	0.3799356374
763	0.3798168715
764	0.3795774316
765	0.3794020664
766	0.3792274785
767	0.379089533
768	0.3789972612
769	0.3788642995
770	0.3787430125
771	0.3786009647
772	0.3784565844
773	0.3783028744
774	0.3780452393
775	0.3778836613
776	0.3777398038
777	0.3775795171
778	0.3773933232
779	0.3772656241
780	0.3771010293
781	0.3770065537
782	0.3769199553
783	0.3767776715
784	0.3765960921
785	0.3764774574
786	0.3763609929
787	0.3761891853
788	0.3760215458
789	0.3758760032
790	0.3757505319
791	0.375662054
792	0.3755576397
793	0.375428185
794	0.3752491108
795	0.375156422
796	0.3750338268
797	0.3749353851
798	0.3748697815
799	0.374716717
800	0.3746001948
801	0.3744556441
802	0.3743213954
803	0.3741712131
804	0.3740522001
805	0.3738631986
806	0.3737010969
807	0.3735761943
808	0.3734347682
809	0.3733251879
810	0.3732368337
811	0.3731091704
812	0.3729791042
813	0.3728724213
814	0.3727765199
815	0.372689343
816	0.3725702077
817	0.3724202964
818	0.3723001944
819	0.3721769515
820	0.372028175
821	0.3718892636
822	0.3717219876
823	0.3715952225
824	0.3715007646
825	0.3713030905
826	0.3710911641
827	0.3709678162
828	0.3708532086
829	0.3706736847
830	0.3705652956
831	0.3703673488
832	0.3702334224
833	0.3700715185
834	0.3699247319
835	0.3698171041
836	0.3696964246
837	0.3695835146
838	0.3695193889
839	0.3694449367
840	0.3693096854
841	0.3691278824
842	0.3690063468
843	0.3688206976
844	0.3686854795
845	0.3684946392
846	0.3683841835
847	0.3682770539
848	0.3681516064
849	0.3680608763
850	0.367930614
851	0.3678385443
852	0.3677091528
853	0.3675837672
854	0.3674324733
855	0.367329161
856	0.3672011304
857	0.3671157895
858	0.3669322701
859	0.3668043833
860	0.3666613446
861	0.3665136568
862	0.3664098235
863	0.3662231457
864	0.3660492299
865	0.3659185424
866	0.3657882414
867	0.3656105224
868	0.3654987071
869	0.3654068811
870	0.3652839361
871	0.3651799907
872	0.3650493323
873	0.3648859392
874	0.3647546703
875	0.3646297019
876	0.364499477
877	0.3644001565
878	0.3642434287
879	0.3641295246
880	0.3639846382
881	0.3639220705
882	0.363819047
883	0.3636863511
884	0.3635654626
885	0.363437381
886	0.3633465906
887	0.3631983498
888	0.3630549536
889	0.3629247685
890	0.3627898426
891	0.3626402945
892	0.36253
893	0.3624386554
894	0.3622982029
895	0.3621863956
896	0.3621151382
897	0.362004256
898	0.3618927206
899	0.3617843462
900	0.3615907072
901	0.3614685588
902	0.361335888
903	0.3612633145
904	0.3611416209
905	0.3609951707
906	0.3608944172
907	0.3608097609
908	0.3607247543
909	0.3606704408
910	0.3606063192
911	0.3605105012
912	0.3603779513
913	0.360225469
914	0.3600780546
915	0.3600250538
916	0.3599211393
917	0.3598009363
918	0.3596729667
919	0.3595223023
920	0.3593748623
921	0.3592241399
922	0.3591258872
923	0.358957677
924	0.3587924905
925	0.3587111176
926	0.3585398188
927	0.3584398478
928	0.3583182701
929	0.3582215335
930	0.3580980058
931	0.3579829403
932	0.3578888876
933	0.3577326604
934	0.3575651642
935	0.3574913993
936	0.357391858
937	0.3572792509
938	0.3571444248
939	0.356983154
940	0.3569037987
941	0.3568041484
942	0.3567047634
943	0.3565987491
944	0.3564612436
945	0.3563595421
946	0.356251013
947	0.3561078439
948	0.3559496313
949	0.3558614742
950	0.3557485889
951	0.3555813664
952	0.3555509576
953	0.3554240517
954	0.3552909009
955	0.3551863641
956	0.3550770186
957	0.3549638413
958	0.3547952566
959	0.3546526262
960	0.3546013554
961	0.3544342091
962	0.3543496356
963	0.3542388048
964	0.3541147884
965	0.3539777915
966	0.3538750735
967	0.3537856594
968	0.3536235801
969	0.3535599324
970	0.3534493635
971	0.353311985
972	0.353221208
973	0.3530964736
974	0.3529919962
975	0.3528795134
976	0.352704444
977	0.3525792073
978	0.3524567239
979	0.3523489684
980	0.3522519477
981	0.3521920119
982	0.3520391832
983	0.3518959784
984	0.3517996229
985	0.3516833395
986	0.3515813762
987	0.3514278071
988	0.3513167229
989	0.3511859134
990	0.351159817
991	0.350987892
992	0.3508527266
993	0.3506646984
994	0.3504884775
995	0.3504216181
996	0.3503002878
997	0.3501944365
998	0.3501626763
999	0.3500474487
